Bin 1 (Ocupação: 100.00%):
  Retângulo 273: (15x15) @ (0,0) 
  Retângulo 270: (14x15) @ (0,14) (rotated)
  Retângulo 260: (14x14) @ (0,15) 
  Retângulo 236: (12x15) @ (28,14) 
  Retângulo 358: (15x11) @ (15,0) (rotated)
  Retângulo 357: (11x15) @ (29,15) 
  Retângulo 378: (13x11) @ (11,0) (rotated)
  Retângulo 284: (10x12) @ (0,16) (rotated)

Bin 6 (Ocupação: 100.00%):
  Retângulo 274: (14x14) @ (14,14) 
  Retângulo 373: (14x14) @ (0,0) 
  Retângulo 261: (14x14) @ (0,0) 
  Retângulo 299: (14x14) @ (14,0) 
  Retângulo 246: (12x15) @ (28,15) 
  Retângulo 281: (12x14) @ (14,12) (rotated)
  Retângulo 383: (12x14) @ (28,0) 
  Retângulo 279: (12x14) @ (28,0) 
  Retângulo 240: (12x11) @ (12,0) (rotated)

Bin 7 (Ocupação: 100.00%):
  Retângulo 272: (14x14) @ (0,14) 
  Retângulo 300: (14x14) @ (14,0) 
  Retângulo 374: (15x13) @ (0,0) (rotated)
  Retângulo 297: (15x13) @ (0,0) 
  Retângulo 243: (15x13) @ (13,27) (rotated)
  Retângulo 302: (12x14) @ (28,0) 
  Retângulo 296: (12x14) @ (26,14) (rotated)
  Retângulo 153: (12x12) @ (28,28) 
  Retângulo 152: (11x13) @ (0,26) (rotated)

Bin 8 (Ocupação: 98.94%):
  Retângulo 263: (15x13) @ (0,13) 
  Retângulo 301: (15x13) @ (13,14) (rotated)
  Retângulo 267: (15x13) @ (15,26) 
  Retângulo 298: (15x13) @ (0,26) 
  Retângulo 247: (15x13) @ (15,13) (rotated)
  Retângulo 277: (14x12) @ (14,0) 
  Retângulo 362: (12x14) @ (28,14) 
  Retângulo 293: (10x14) @ (13,24) (rotated)
  Retângulo 522: (12x11) @ (9,28) (rotated)

Bin 9 (Ocupação: 99.12%):
  Retângulo 269: (15x13) @ (15,0) 
  Retângulo 234: (13x15) @ (0,14) 
  Retângulo 262: (13x14) @ (0,13) (rotated)
  Retângulo 382: (13x14) @ (27,14) 
  Retângulo 259: (14x13) @ (0,27) 
  Retângulo 242: (14x13) @ (0,0) (rotated)
  Retângulo 232: (12x14) @ (28,15) 
  Retângulo 379: (12x14) @ (0,13) 
  Retângulo 150: (12x11) @ (28,29) 

Bin 10 (Ocupação: 99.25%):
  Retângulo 376: (13x14) @ (0,26) 
  Retângulo 371: (13x14) @ (14,0) 
  Retângulo 388: (14x13) @ (0,0) (rotated)
  Retângulo 237: (14x13) @ (14,14) (rotated)
  Retângulo 233: (13x14) @ (27,0) 
  Retângulo 372: (13x14) @ (15,0) 
  Retângulo 384: (14x13) @ (13,14) (rotated)
  Retângulo 386: (14x13) @ (13,27) (rotated)
  Retângulo 230: (11x12) @ (0,13) 

Bin 11 (Ocupação: 98.19%):
  Retângulo 275: (14x13) @ (0,13) 
  Retângulo 280: (13x13) @ (27,27) 
  Retângulo 278: (13x13) @ (14,27) 
  Retângulo 381: (14x12) @ (0,28) (rotated)
  Retângulo 375: (14x12) @ (14,28) (rotated)
  Retângulo 288: (11x15) @ (29,0) (rotated)
  Retângulo 290: (15x11) @ (0,29) 
  Retângulo 361: (15x11) @ (15,29) (rotated)
  Retângulo 491: (9x13) @ (0,27) (rotated)
  Retângulo 472: (5x15) @ (35,23) (rotated)
  Retângulo 51: (14x2) @ (0,38) 

Bin 12 (Ocupação: 97.06%):
  Retângulo 380: (15x11) @ (0,29) (rotated)
  Retângulo 363: (12x13) @ (23,23) 
  Retângulo 295: (12x13) @ (0,0) (rotated)
  Retângulo 239: (12x13) @ (11,11) 
  Retângulo 241: (13x12) @ (0,26) (rotated)
  Retângulo 377: (13x12) @ (12,0) (rotated)
  Retângulo 238: (13x12) @ (25,0) (rotated)
  Retângulo 385: (12x13) @ (28,14) 
  Retângulo 276: (13x12) @ (27,28) 
  Retângulo 438: (12x4) @ (23,36) 
  Retângulo 55: (3x14) @ (37,26) (rotated)
  Retângulo 50: (2x13) @ (38,14) (rotated)
  Retângulo 45: (12x2) @ (0,38) 

Bin 13 (Ocupação: 98.81%):
  Retângulo 231: (12x13) @ (12,12) 
  Retângulo 389: (13x12) @ (23,11) (rotated)
  Retângulo 359: (14x11) @ (24,12) (rotated)
  Retângulo 146: (14x11) @ (0,25) 
  Retângulo 360: (14x11) @ (0,29) (rotated)
  Retângulo 304: (11x14) @ (29,0) 
  Retângulo 292: (14x11) @ (24,23) 
  Retângulo 307: (13x11) @ (24,0) (rotated)
  Retângulo 308: (10x14) @ (14,25) 
  Retângulo 56: (4x15) @ (36,22) (rotated)
  Retângulo 57: (14x4) @ (0,36) 
  Retângulo 453: (3x14) @ (37,0) (rotated)
  Retângulo 52: (13x2) @ (0,38) 
  Retângulo 26: (3x8) @ (37,12) 
  Retângulo 10: (4x2) @ (35,38) 

Bin 14 (Ocupação: 99.31%):
  Retângulo 303: (11x13) @ (0,13) 
  Retângulo 155: (13x11) @ (22,22) 
  Retângulo 294: (13x11) @ (22,11) 
  Retângulo 156: (13x11) @ (0,29) 
  Retângulo 390: (11x13) @ (11,0) 
  Retângulo 148: (11x13) @ (0,0) (rotated)
  Retângulo 282: (11x13) @ (22,0) (rotated)
  Retângulo 154: (11x13) @ (11,11) (rotated)
  Retângulo 70: (9x11) @ (10,26) (rotated)
  Retângulo 66: (7x13) @ (33,0) (rotated)
  Retângulo 473: (5x15) @ (35,11) (rotated)
  Retângulo 447: (5x14) @ (35,22) (rotated)
  Retângulo 449: (5x14) @ (35,24) (rotated)
  Retângulo 28: (6x5) @ (22,23) (rotated)
  Retângulo 7: (5x2) @ (35,38) (rotated)

Bin 15 (Ocupação: 99.44%):
  Retângulo 364: (11x13) @ (0,0) 
  Retângulo 365: (11x13) @ (11,24) 
  Retângulo 157: (14x10) @ (14,30) 
  Retângulo 315: (10x14) @ (30,14) 
  Retângulo 310: (9x15) @ (0,22) 
  Retângulo 482: (15x9) @ (0,13) 
  Retângulo 495: (15x9) @ (24,13) 
  Retângulo 314: (9x15) @ (15,13) 
  Retângulo 117: (12x11) @ (24,22) 
  Retângulo 122: (9x14) @ (10,0) 
  Retângulo 109: (10x11) @ (30,0) (rotated)
  Retângulo 210: (7x6) @ (15,34) 
  Retângulo 53: (2x14) @ (12,13) (rotated)
  Retângulo 42: (9x3) @ (0,37) 
  Retângulo 3: (2x6) @ (12,24) 
  Retângulo 11: (2x4) @ (13,18) 

Bin 16 (Ocupação: 98.62%):
  Retângulo 283: (12x11) @ (0,0) 
  Retângulo 366: (10x13) @ (0,0) 
  Retângulo 144: (10x13) @ (20,26) (rotated)
  Retângulo 286: (13x10) @ (0,11) 
  Retângulo 391: (10x13) @ (30,26) 
  Retângulo 523: (10x13) @ (10,24) 
  Retângulo 145: (10x13) @ (0,21) (rotated)
  Retângulo 120: (10x13) @ (13,11) 
  Retângulo 530: (10x13) @ (23,13) (rotated)
  Retângulo 147: (10x13) @ (24,0) (rotated)
  Retângulo 474: (15x6) @ (24,34) 
  Retângulo 60: (6x11) @ (20,7) (rotated)
  Retângulo 469: (4x15) @ (36,0) (rotated)
  Retângulo 138: (10x4) @ (0,28) 
  Retângulo 39: (10x2) @ (13,38) 

Bin 17 (Ocupação: 99.44%):
  Retângulo 355: (9x14) @ (28,14) 
  Retângulo 309: (14x9) @ (0,14) (rotated)
  Retângulo 121: (9x14) @ (19,0) 
  Retângulo 158: (9x14) @ (28,0) (rotated)
  Retângulo 316: (14x9) @ (14,14) (rotated)
  Retângulo 521: (11x11) @ (22,28) 
  Retângulo 118: (11x11) @ (11,23) 
  Retângulo 528: (11x11) @ (0,23) 
  Retângulo 527: (10x12) @ (25,22) 
  Retângulo 481: (8x14) @ (26,0) (rotated)
  Retângulo 479: (15x6) @ (0,34) 
  Retângulo 501: (15x6) @ (15,34) 
  Retângulo 85: (11x6) @ (26,10) 
  Retângulo 450: (5x13) @ (35,27) (rotated)
  Retângulo 29: (6x5) @ (10,21) 
  Retângulo 21: (5x5) @ (11,11) 

Bin 18 (Ocupação: 99.75%):
  Retângulo 113: (12x10) @ (0,0) 
  Retângulo 228: (10x12) @ (30,28) 
  Retângulo 227: (12x10) @ (28,30) (rotated)
  Retângulo 229: (10x12) @ (24,0) 
  Retângulo 485: (15x8) @ (0,0) 
  Retângulo 151: (10x12) @ (27,12) (rotated)
  Retângulo 116: (10x12) @ (15,0) (rotated)
  Retângulo 119: (12x10) @ (25,12) (rotated)
  Retângulo 496: (15x8) @ (0,10) 
  Retângulo 149: (12x10) @ (28,30) 
  Retângulo 124: (10x12) @ (15,12) 
  Retângulo 69: (8x12) @ (14,27) (rotated)
  Retângulo 61: (10x6) @ (0,34) 
  Retângulo 76: (10x6) @ (18,34) 
  Retângulo 134: (10x6) @ (28,34) 

Bin 19 (Ocupação: 100.00%):
  Retângulo 333: (10x12) @ (25,0) 
  Retângulo 477: (15x8) @ (10,24) 
  Retângulo 497: (15x8) @ (0,32) 
  Retângulo 114: (12x10) @ (12,0) 
  Retângulo 483: (15x8) @ (0,8) 
  Retângulo 531: (12x10) @ (15,12) 
  Retângulo 160: (13x9) @ (13,0) 
  Retângulo 514: (13x9) @ (13,22) 
  Retângulo 123: (13x9) @ (0,0) (rotated)
  Retângulo 332: (13x9) @ (0,18) (rotated)
  Retângulo 476: (15x7) @ (22,33) 
  Retângulo 184: (8x7) @ (32,33) (rotated)
  Retângulo 465: (3x14) @ (37,14) (rotated)
  Retângulo 33: (9x4) @ (30,36) 
  Retângulo 167: (6x6) @ (9,22) 
  Retângulo 36: (3x10) @ (37,0) (rotated)
  Retângulo 54: (2x13) @ (38,0) (rotated)
  Retângulo 20: (4x6) @ (22,31) 
  Retângulo 46: (12x2) @ (28,37) 
  Retângulo 13: (6x3) @ (24,21) (rotated)
  Retângulo 1: (3x5) @ (21,28) 

Bin 20 (Ocupação: 100.00%):
  Retângulo 492: (13x9) @ (9,31) 
  Retângulo 354: (9x13) @ (26,24) 
  Retângulo 488: (8x14) @ (0,9) (rotated)
  Retângulo 490: (14x8) @ (8,9) 
  Retângulo 493: (14x8) @ (22,14) 
  Retângulo 494: (14x8) @ (8,17) 
  Retângulo 503: (8x14) @ (22,22) (rotated)
  Retângulo 126: (10x11) @ (30,22) 
  Retângulo 128: (10x11) @ (0,25) 
  Retângulo 224: (11x10) @ (10,25) (rotated)
  Retângulo 97: (10x9) @ (0,31) 
  Retângulo 94: (8x10) @ (12,11) (rotated)
  Retângulo 470: (15x4) @ (12,36) 
  Retângulo 471: (4x15) @ (36,9) (rotated)
  Retângulo 58: (13x4) @ (27,31) 
  Retângulo 34: (10x5) @ (0,0) 
  Retângulo 178: (6x8) @ (34,0) 
  Retângulo 31: (3x8) @ (37,28) (rotated)
  Retângulo 5: (4x3) @ (36,37) (rotated)

Bin 21 (Ocupação: 97.25%):
  Retângulo 226: (10x11) @ (0,0) 
  Retângulo 334: (10x11) @ (10,0) 
  Retângulo 517: (11x10) @ (20,0) 
  Retângulo 518: (10x11) @ (20,10) 
  Retângulo 72: (9x12) @ (31,0) (rotated)
  Retângulo 115: (12x9) @ (0,11) 
  Retângulo 143: (12x9) @ (0,20) 
  Retângulo 222: (9x12) @ (30,12) 
  Retângulo 285: (12x9) @ (12,21) 
  Retângulo 341: (12x9) @ (24,24) (rotated)
  Retângulo 392: (12x9) @ (0,29) (rotated)
  Retângulo 515: (12x9) @ (12,30) 
  Retângulo 337: (10x10) @ (29,8) 
  Retângulo 96: (10x8) @ (16,9) 
  Retângulo 451: (4x14) @ (36,8) (rotated)
  Retângulo 2: (4x4) @ (9,27) 

Bin 22 (Ocupação: 98.44%):
  Retângulo 516: (12x9) @ (0,0) 
  Retângulo 524: (12x9) @ (12,0) (rotated)
  Retângulo 525: (12x9) @ (24,0) (rotated)
  Retângulo 478: (15x7) @ (21,33) 
  Retângulo 480: (15x7) @ (24,33) 
  Retângulo 484: (7x15) @ (0,9) (rotated)
  Retângulo 486: (7x15) @ (7,9) (rotated)
  Retângulo 487: (15x7) @ (14,9) 
  Retângulo 498: (15x7) @ (14,16) 
  Retângulo 499: (15x7) @ (14,23) 
  Retângulo 500: (15x7) @ (0,30) 
  Retângulo 400: (10x10) @ (16,16) 
  Retângulo 448: (6x13) @ (34,0) (rotated)
  Retângulo 65: (6x12) @ (34,0) (rotated)
  Retângulo 211: (6x7) @ (34,12) 
  Retângulo 452: (13x3) @ (22,37) 
  Retângulo 27: (7x4) @ (28,36) (rotated)
  Retângulo 198: (8x3) @ (10,37) 
  Retângulo 24: (2x8) @ (38,26) 
  Retângulo 6: (3x4) @ (34,22) (rotated)

Bin 23 (Ocupação: 98.81%):
  Retângulo 502: (7x15) @ (29,9) (rotated)
  Retângulo 68: (13x8) @ (15,30) 
  Retângulo 159: (8x13) @ (29,24) (rotated)
  Retângulo 221: (8x13) @ (0,0) 
  Retângulo 317: (13x8) @ (8,0) (rotated)
  Retângulo 330: (13x8) @ (21,0) (rotated)
  Retângulo 331: (8x13) @ (8,8) 
  Retângulo 353: (13x8) @ (16,8) (rotated)
  Retângulo 401: (10x10) @ (26,18) 
  Retângulo 520: (10x10) @ (0,21) 
  Retângulo 107: (9x11) @ (19,28) 
  Retângulo 112: (11x9) @ (28,28) 
  Retângulo 506: (6x13) @ (34,0) (rotated)
  Retângulo 185: (7x8) @ (17,0) (rotated)
  Retângulo 78: (9x6) @ (12,34) 
  Retângulo 446: (13x4) @ (0,33) 
  Retângulo 168: (7x5) @ (0,12) (rotated)
  Retângulo 170: (7x5) @ (13,23) (rotated)
  Retângulo 14: (4x5) @ (22,9) 
  Retângulo 43: (10x2) @ (15,32) 

Bin 24 (Ocupação: 100.00%):
  Retângulo 125: (9x11) @ (0,0) 
  Retângulo 127: (9x11) @ (9,0) 
  Retângulo 130: (11x9) @ (18,0) 
  Retângulo 223: (11x9) @ (29,0) (rotated)
  Retângulo 335: (11x9) @ (18,9) (rotated)
  Retângulo 340: (11x9) @ (29,9) (rotated)
  Retângulo 342: (11x9) @ (0,11) (rotated)
  Retângulo 519: (11x9) @ (11,18) (rotated)
  Retângulo 526: (9x11) @ (22,18) 
  Retângulo 475: (7x14) @ (31,18) (rotated)
  Retângulo 504: (14x7) @ (0,27) 
  Retângulo 71: (12x8) @ (22,32) 
  Retângulo 73: (12x8) @ (0,0) 
  Retângulo 164: (9x9) @ (7,0) 
  Retângulo 62: (10x7) @ (30,33) 
  Retângulo 35: (11x4) @ (12,16) 
  Retângulo 458: (13x3) @ (0,37) 
  Retângulo 466: (3x13) @ (37,15) (rotated)
  Retângulo 19: (7x3) @ (27,37) (rotated)
  Retângulo 4: (5x3) @ (35,36) 
  Retângulo 12: (2x6) @ (12,34) (rotated)

Bin 25 (Ocupação: 98.62%):
  Retângulo 131: (12x8) @ (12,0) 
  Retângulo 161: (8x12) @ (24,0) (rotated)
  Retângulo 325: (12x8) @ (0,8) (rotated)
  Retângulo 329: (12x8) @ (12,8) (rotated)
  Retângulo 512: (12x8) @ (24,12) 
  Retângulo 513: (12x8) @ (0,16) 
  Retângulo 220: (7x13) @ (33,13) 
  Retângulo 318: (13x7) @ (12,20) (rotated)
  Retângulo 489: (13x7) @ (25,20) 
  Retângulo 505: (13x7) @ (0,27) 
  Retângulo 98: (10x9) @ (13,27) 
  Retângulo 99: (10x9) @ (23,27) 
  Retângulo 100: (9x10) @ (0,0) 
  Retângulo 82: (8x11) @ (32,0) (rotated)
  Retângulo 95: (8x11) @ (9,0) (rotated)
  Retângulo 88: (12x6) @ (0,24) 
  Retângulo 464: (4x14) @ (36,0) (rotated)
  Retângulo 175: (9x5) @ (0,16) (rotated)
  Retângulo 8: (5x2) @ (30,34) 
  Retângulo 9: (3x3) @ (10,21) 

Bin 26 (Ocupação: 97.75%):
  Retângulo 101: (9x10) @ (9,0) 
  Retângulo 102: (10x9) @ (18,0) (rotated)
  Retângulo 103: (10x9) @ (28,0) (rotated)
  Retângulo 104: (9x10) @ (18,9) 
  Retângulo 110: (9x10) @ (27,9) (rotated)
  Retângulo 225: (9x10) @ (0,10) 
  Retângulo 338: (9x10) @ (9,10) 
  Retângulo 339: (9x10) @ (18,19) 
  Retângulo 394: (9x10) @ (27,19) 
  Retângulo 395: (10x9) @ (0,20) 
  Retângulo 396: (10x9) @ (0,29) 
  Retângulo 397: (10x9) @ (10,29) 
  Retângulo 398: (10x9) @ (20,29) 
  Retângulo 403: (10x9) @ (30,29) 
  Retângulo 404: (9x10) @ (0,0) 
  Retângulo 105: (8x9) @ (10,20) 
  Retângulo 196: (4x9) @ (36,13) (rotated)
  Retângulo 41: (10x3) @ (10,37) 
  Retângulo 454: (2x13) @ (38,13) (rotated)
  Retângulo 455: (13x2) @ (13,38) 
  Retângulo 200: (8x3) @ (22,29) 

Bin 27 (Ocupação: 97.00%):
  Retângulo 142: (11x8) @ (17,0) 
  Retângulo 162: (11x8) @ (28,0) 
  Retângulo 191: (11x8) @ (17,8) 
  Retângulo 343: (8x11) @ (28,8) 
  Retângulo 393: (11x8) @ (0,11) (rotated)
  Retângulo 408: (11x8) @ (11,16) 
  Retângulo 67: (7x12) @ (33,28) (rotated)
  Retângulo 81: (7x12) @ (33,27) (rotated)
  Retângulo 83: (12x7) @ (22,19) 
  Retângulo 132: (12x7) @ (0,24) 
  Retângulo 190: (12x7) @ (12,26) 
  Retângulo 219: (7x12) @ (24,26) 
  Retângulo 328: (7x12) @ (31,26) 
  Retângulo 352: (12x7) @ (0,31) (rotated)
  Retângulo 507: (12x7) @ (12,33) 
  Retângulo 415: (8x7) @ (24,0) 
  Retângulo 467: (4x14) @ (36,0) (rotated)
  Retângulo 468: (14x4) @ (24,7) 
  Retângulo 169: (5x8) @ (10,16) 
  Retângulo 459: (2x13) @ (38,18) (rotated)
  Retângulo 16: (6x3) @ (22,16) 
  Retângulo 25: (8x2) @ (0,23) 

Bin 28 (Ocupação: 96.38%):
  Retângulo 508: (7x12) @ (0,0) (rotated)
  Retângulo 399: (9x9) @ (16,0) 
  Retângulo 402: (9x9) @ (25,0) 
  Retângulo 406: (9x9) @ (7,9) 
  Retângulo 106: (8x10) @ (26,9) 
  Retângulo 111: (8x10) @ (16,17) (rotated)
  Retângulo 163: (10x8) @ (0,18) 
  Retângulo 182: (8x10) @ (24,19) 
  Retângulo 405: (8x10) @ (32,19) 
  Retângulo 407: (10x8) @ (0,26) 
  Retângulo 64: (11x7) @ (0,20) 
  Retângulo 74: (11x7) @ (10,27) 
  Retângulo 75: (7x11) @ (21,29) (rotated)
  Retângulo 80: (11x7) @ (28,29) 
  Retângulo 84: (7x11) @ (0,0) (rotated)
  Retângulo 90: (12x6) @ (0,34) 
  Retângulo 463: (5x13) @ (6,26) (rotated)
  Retângulo 59: (5x12) @ (35,0) (rotated)
  Retângulo 166: (7x7) @ (11,11) 
  Retângulo 172: (8x5) @ (0,21) (rotated)
  Retângulo 202: (5x8) @ (8,21) (rotated)
  Retângulo 49: (12x2) @ (0,24) 

Bin 29 (Ocupação: 97.81%):
  Retângulo 93: (11x7) @ (7,0) 
  Retângulo 141: (7x11) @ (18,0) (rotated)
  Retângulo 324: (11x7) @ (25,0) (rotated)
  Retângulo 326: (7x11) @ (7,7) 
  Retângulo 327: (11x7) @ (25,7) (rotated)
  Retângulo 351: (11x7) @ (14,11) (rotated)
  Retângulo 509: (11x7) @ (25,14) 
  Retângulo 511: (11x7) @ (0,18) 
  Retângulo 91: (12x6) @ (0,34) 
  Retângulo 140: (12x6) @ (0,34) 
  Retângulo 183: (9x8) @ (11,18) (rotated)
  Retângulo 319: (6x12) @ (34,0) 
  Retângulo 410: (8x9) @ (20,21) (rotated)
  Retângulo 510: (12x6) @ (28,21) 
  Retângulo 63: (10x7) @ (0,25) 
  Retângulo 77: (10x7) @ (10,26) 
  Retângulo 79: (7x10) @ (28,27) (rotated)
  Retângulo 87: (11x6) @ (0,14) 
  Retângulo 89: (12x5) @ (10,35) 
  Retângulo 437: (12x5) @ (20,33) 
  Retângulo 461: (13x4) @ (27,35) 
  Retângulo 23: (3x7) @ (37,0) (rotated)
  Retângulo 15: (4x5) @ (36,24) (rotated)
  Retângulo 17: (2x7) @ (35,26) 
  Retângulo 18: (7x2) @ (19,26) 

Bin 30 (Ocupação: 90.00%):
  Retângulo 181: (10x7) @ (0,32) (rotated)
  Retângulo 192: (10x7) @ (10,33) 
  Retângulo 217: (7x10) @ (20,30) 
  Retângulo 322: (10x7) @ (0,0) (rotated)
  Retângulo 323: (10x7) @ (10,0) (rotated)
  Retângulo 344: (10x7) @ (20,0) (rotated)
  Retângulo 350: (7x10) @ (30,0) 
  Retângulo 409: (10x7) @ (0,7) 
  Retângulo 419: (10x7) @ (10,7) 
  Retângulo 92: (11x6) @ (26,16) 
  Retângulo 133: (11x6) @ (11,18) 
  Retângulo 135: (11x6) @ (0,20) 
  Retângulo 136: (11x6) @ (22,22) 
  Retângulo 189: (11x6) @ (11,24) 
  Retângulo 218: (6x11) @ (33,22) 
  Retângulo 321: (6x11) @ (0,26) 
  Retângulo 433: (11x6) @ (22,28) 
  Retângulo 165: (8x8) @ (0,13) 
  Retângulo 180: (7x9) @ (11,30) 
  Retângulo 139: (11x5) @ (0,19) 
  Retângulo 197: (9x4) @ (0,36) 
  Retângulo 456: (12x2) @ (0,38) 
  Retângulo 37: (11x2) @ (15,26) 
  Retângulo 40: (9x2) @ (15,10) 

Bin 31 (Ocupação: 94.06%):
  Retângulo 193: (9x7) @ (0,0) 
  Retângulo 204: (9x7) @ (9,0) 
  Retângulo 207: (9x7) @ (18,0) 
  Retângulo 213: (9x7) @ (27,0) (rotated)
  Retângulo 345: (9x7) @ (0,7) (rotated)
  Retângulo 346: (9x7) @ (9,7) (rotated)
  Retângulo 411: (9x7) @ (18,7) 
  Retângulo 412: (9x7) @ (27,7) 
  Retângulo 414: (9x7) @ (0,14) 
  Retângulo 416: (9x7) @ (9,14) 
  Retângulo 418: (9x7) @ (18,14) 
  Retângulo 426: (9x7) @ (27,14) 
  Retângulo 429: (9x7) @ (0,21) 
  Retângulo 430: (9x7) @ (9,21) 
  Retângulo 188: (6x10) @ (18,21) (rotated)
  Retângulo 427: (10x6) @ (24,21) 
  Retângulo 428: (10x6) @ (24,27) 
  Retângulo 431: (10x6) @ (0,28) 
  Retângulo 435: (10x6) @ (10,31) 
  Retângulo 440: (6x10) @ (34,21) (rotated)
  Retângulo 417: (8x7) @ (32,0) 
  Retângulo 173: (6x9) @ (10,18) 
  Retângulo 209: (7x7) @ (0,11) 
  Retângulo 199: (4x9) @ (36,24) (rotated)
  Retângulo 422: (4x9) @ (36,18) (rotated)
  Retângulo 32: (8x4) @ (22,36) 

Bin 32 (Ocupação: 93.38%):
  Retângulo 442: (5x12) @ (0,0) (rotated)
  Retângulo 445: (12x5) @ (5,0) 
  Retângulo 320: (11x5) @ (5,5) (rotated)
  Retângulo 432: (11x5) @ (5,10) 
  Retângulo 434: (11x5) @ (16,11) 
  Retângulo 436: (11x5) @ (27,11) 
  Retângulo 439: (11x5) @ (0,15) 
  Retângulo 441: (11x5) @ (11,16) 
  Retângulo 443: (11x5) @ (22,16) 
  Retângulo 179: (9x6) @ (0,34) (rotated)
  Retângulo 194: (9x6) @ (0,20) 
  Retângulo 203: (9x6) @ (9,21) 
  Retângulo 216: (6x9) @ (33,16) 
  Retângulo 347: (6x9) @ (18,21) 
  Retângulo 349: (6x9) @ (24,21) 
  Retângulo 413: (9x6) @ (30,25) 
  Retângulo 420: (9x6) @ (0,26) 
  Retângulo 424: (9x6) @ (9,27) 
  Retângulo 425: (9x6) @ (18,30) 
  Retângulo 462: (13x4) @ (13,36) 
  Retângulo 86: (5x10) @ (10,0) (rotated)
  Retângulo 137: (5x10) @ (15,0) (rotated)
  Retângulo 174: (10x5) @ (20,0) (rotated)
  Retângulo 195: (10x5) @ (30,0) 
  Retângulo 348: (5x10) @ (0,5) 
  Retângulo 423: (10x5) @ (20,5) 
  Retângulo 457: (3x12) @ (37,12) (rotated)
  Retângulo 48: (11x3) @ (11,37) 
  Retângulo 30: (4x7) @ (36,14) (rotated)

Bin 33 (Ocupação: 45.50%):
  Retângulo 186: (6x8) @ (34,32) (rotated)
  Retângulo 205: (6x8) @ (30,5) (rotated)
  Retângulo 206: (8x6) @ (5,10) 
  Retângulo 208: (8x6) @ (13,10) 
  Retângulo 212: (6x8) @ (21,10) 
  Retângulo 214: (6x8) @ (27,13) 
  Retângulo 215: (6x8) @ (33,13) 
  Retângulo 444: (4x12) @ (36,11) (rotated)
  Retângulo 177: (9x5) @ (9,16) (rotated)
  Retângulo 187: (9x5) @ (18,18) 
  Retângulo 421: (8x5) @ (27,21) 
  Retângulo 460: (12x3) @ (28,37) 
  Retângulo 176: (4x8) @ (36,11) 
  Retângulo 171: (7x4) @ (11,14) (rotated)
  Retângulo 201: (4x7) @ (36,14) (rotated)
  Retângulo 22: (6x4) @ (27,36) 
  Retângulo 38: (11x2) @ (12,38) 
  Retângulo 44: (11x2) @ (23,38) 
  Retângulo 47: (2x11) @ (38,22) (rotated)

